REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
GLOBAL,PWRBIOINDNO01,BIOINDNO,1,2050,S2D2,11.409724800000001
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2021,S1D2,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2021,S1D1,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2021,S2D2,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2021,S2D1,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2022,S1D2,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2022,S1D1,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2022,S2D2,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2022,S2D1,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2023,S1D2,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2023,S1D1,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2023,S2D2,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2023,S2D1,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2024,S1D2,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2024,S1D1,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2024,S2D2,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2024,S2D1,141.33456081
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2025,S1D2,282.66912162
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2025,S2D2,154.12504545
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2025,S2D1,128.54407617
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2026,S1D2,282.66912162
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2026,S2D2,282.66912162
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2027,S1D2,282.66912162
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2027,S2D2,282.66912162
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2028,S1D2,282.66912162
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2028,S2D2,282.66912162
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2029,S1D2,282.66912162
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2029,S2D2,282.66912162
GLOBAL,PWRBIOINDSO01,BIOINDSO,1,2030,S1D2,282.66912162
