REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2042,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2043,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2044,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2045,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2046,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2047,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2048,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2049,14.42867806368
GLOBAL,S3D3,PWRHYDKENXX01,1,ELCKENXX01,2050,14.42867806368
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2021,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2022,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2023,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2024,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2025,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2026,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2027,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2028,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2029,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2030,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2031,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2032,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2033,4.554634071161757
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2034,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2035,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2036,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2037,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2038,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2039,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2040,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2041,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2042,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2043,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2044,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2045,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2046,7.0200649728
GLOBAL,S3D3,PWRHYDTZAXX01,1,ELCTZAXX01,2050,7.0200649728
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2021,2.8831569328959814
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2022,4.193682811485063
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2023,4.275098837722992
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2024,4.848945750779605
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2025,4.848945750779605
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2026,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2027,4.848945750779605
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2028,4.848945750779605
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2029,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2030,4.848945750779605
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2031,4.848945750779605
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2032,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2033,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2034,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2035,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2036,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2037,4.848945750779605
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2038,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2039,4.848945750779605
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2040,4.848945750779604
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2041,4.848945750779605
GLOBAL,S3D3,PWRSPVKENXX01,1,ELCKENXX01,2042,4.848945750779604
